Neural old,Neural new
0.9361702127659575,0.9574468085106383
0.9627659574468085,0.9627659574468085
0.9202127659574468,0.9361702127659575
0.9627659574468085,0.9521276595744681
0.925531914893617,0.925531914893617
0.9680851063829787,0.9574468085106383
0.9468085106382979,0.9627659574468085
0.925531914893617,0.9308510638297872
0.9414893617021277,0.9414893617021277
0.898936170212766,0.9042553191489362
0.9680851063829787,0.9680851063829787
0.9574468085106383,0.9414893617021277
0.9468085106382979,0.9361702127659575
0.9680851063829787,0.9574468085106383
0.9627659574468085,0.9627659574468085
0.9361702127659575,0.9308510638297872
0.9680851063829787,0.9468085106382979
0.9202127659574468,0.925531914893617
0.9468085106382979,0.9361702127659575
0.9468085106382979,0.925531914893617
0.9361702127659575,0.9361702127659575
0.9521276595744681,0.9574468085106383
0.9361702127659575,0.9414893617021277
0.9202127659574468,0.9414893617021277
0.9521276595744681,0.9574468085106383
0.9361702127659575,0.9308510638297872
0.9521276595744681,0.9521276595744681
0.9627659574468085,0.9521276595744681
0.9095744680851063,0.9095744680851063
0.9202127659574468,0.9148936170212766
0.9521276595744681,0.9468085106382979
0.9680851063829787,0.9521276595744681
0.9468085106382979,0.9521276595744681
0.9361702127659575,0.9308510638297872
0.9414893617021277,0.925531914893617
0.9680851063829787,0.9574468085106383
0.9202127659574468,0.9308510638297872
0.9202127659574468,0.9148936170212766
0.9521276595744681,0.9680851063829787
0.9521276595744681,0.9574468085106383
0.9627659574468085,0.9308510638297872
0.9042553191489362,0.9202127659574468
0.9680851063829787,0.9627659574468085
0.9680851063829787,0.9680851063829787
0.9574468085106383,0.9574468085106383
0.9308510638297872,0.9361702127659575
0.9042553191489362,0.9095744680851063
0.9042553191489362,0.9202127659574468
0.9468085106382979,0.9468085106382979
0.9468085106382979,0.9521276595744681
0.925531914893617,0.925531914893617
0.9042553191489362,0.925531914893617
0.9414893617021277,0.9574468085106383
0.8882978723404256,0.9148936170212766
0.9627659574468085,0.9680851063829787
0.9414893617021277,0.9148936170212766
0.9840425531914894,0.9627659574468085
0.9308510638297872,0.9361702127659575
0.9468085106382979,0.9361702127659575
0.9148936170212766,0.9095744680851063
0.9414893617021277,0.925531914893617
0.9574468085106383,0.9521276595744681
0.9414893617021277,0.9521276595744681
0.9414893617021277,0.9468085106382979
0.9468085106382979,0.9308510638297872
0.9148936170212766,0.8936170212765957
0.9627659574468085,0.9574468085106383
0.9468085106382979,0.8936170212765957
0.9574468085106383,0.9521276595744681
0.925531914893617,0.9148936170212766
0.9627659574468085,0.973404255319149
0.9095744680851063,0.9095744680851063
0.9095744680851063,0.925531914893617
0.8936170212765957,0.9042553191489362
0.925531914893617,0.9202127659574468
0.9468085106382979,0.9361702127659575
0.9521276595744681,0.9308510638297872
0.9468085106382979,0.9414893617021277
0.9468085106382979,0.9414893617021277
0.9202127659574468,0.9308510638297872
0.9468085106382979,0.9414893617021277
0.9414893617021277,0.9308510638297872
0.9414893617021277,0.925531914893617
0.9095744680851063,0.9202127659574468
0.9414893617021277,0.925531914893617
0.9361702127659575,0.9308510638297872
0.9521276595744681,0.9787234042553191
0.851063829787234,0.8617021276595744
0.9308510638297872,0.925531914893617
0.898936170212766,0.9095744680851063
0.9361702127659575,0.9468085106382979
0.9361702127659575,0.9574468085106383
0.9468085106382979,0.9202127659574468
0.9308510638297872,0.9308510638297872
0.9627659574468085,0.9521276595744681
0.9308510638297872,0.9414893617021277
0.9787234042553191,0.9574468085106383
0.9361702127659575,0.9574468085106383
0.9468085106382979,0.9308510638297872
0.925531914893617,0.9308510638297872
