Neural old,Neural new
0.8813559322033898,0.7796610169491526
0.8983050847457628,0.864406779661017
0.8983050847457628,0.864406779661017
0.9322033898305084,0.9152542372881356
0.847457627118644,0.847457627118644
0.9322033898305084,0.9152542372881356
1.0,0.847457627118644
0.9491525423728814,0.9491525423728814
0.9661016949152542,0.9661016949152542
0.9322033898305084,0.8983050847457628
0.8813559322033898,0.7966101694915254
0.9152542372881356,0.864406779661017
0.9661016949152542,0.9152542372881356
0.864406779661017,0.8305084745762712
0.9322033898305084,0.9491525423728814
0.847457627118644,0.864406779661017
0.9491525423728814,0.9322033898305084
0.9491525423728814,0.847457627118644
0.9491525423728814,0.9152542372881356
0.864406779661017,0.9661016949152542
0.9322033898305084,0.8813559322033898
0.8983050847457628,0.864406779661017
0.9491525423728814,0.9491525423728814
0.9152542372881356,0.8813559322033898
0.9830508474576272,0.9322033898305084
0.8813559322033898,0.8813559322033898
0.7627118644067796,0.7966101694915254
0.711864406779661,0.7966101694915254
0.9322033898305084,0.8813559322033898
0.8983050847457628,0.8813559322033898
0.9152542372881356,0.864406779661017
0.9491525423728814,0.9322033898305084
0.8813559322033898,0.8305084745762712
0.8983050847457628,0.8813559322033898
0.8813559322033898,0.8135593220338984
0.9152542372881356,0.8135593220338984
0.9152542372881356,0.8983050847457628
0.9661016949152542,0.9322033898305084
0.8813559322033898,0.7966101694915254
0.9661016949152542,0.9661016949152542
0.9152542372881356,0.8813559322033898
0.864406779661017,0.8135593220338984
0.847457627118644,0.8135593220338984
0.9661016949152542,0.9661016949152542
0.9322033898305084,0.9322033898305084
0.9322033898305084,0.8983050847457628
0.847457627118644,0.8813559322033898
0.9152542372881356,0.847457627118644
0.9322033898305084,0.8813559322033898
0.9661016949152542,0.9830508474576272
0.8983050847457628,0.864406779661017
0.9491525423728814,0.847457627118644
0.8813559322033898,0.864406779661017
0.8305084745762712,0.7796610169491526
0.9152542372881356,0.8305084745762712
0.9152542372881356,0.8983050847457628
0.8135593220338984,0.9491525423728814
0.9661016949152542,0.9322033898305084
0.9491525423728814,0.9152542372881356
0.864406779661017,0.7966101694915254
0.9322033898305084,0.864406779661017
0.8135593220338984,0.8983050847457628
0.9491525423728814,0.847457627118644
0.9152542372881356,0.8983050847457628
0.864406779661017,0.8813559322033898
0.9322033898305084,0.8305084745762712
0.9152542372881356,0.8983050847457628
0.9322033898305084,0.864406779661017
0.8983050847457628,0.8135593220338984
0.9152542372881356,0.864406779661017
0.9830508474576272,0.9491525423728814
0.847457627118644,0.8305084745762712
0.9152542372881356,0.8813559322033898
0.9322033898305084,0.864406779661017
0.9491525423728814,0.9152542372881356
0.8813559322033898,0.864406779661017
0.9491525423728814,0.8983050847457628
0.8813559322033898,0.8983050847457628
0.9491525423728814,0.9152542372881356
0.9152542372881356,0.8305084745762712
0.9491525423728814,0.9152542372881356
0.9322033898305084,0.9152542372881356
0.8983050847457628,0.8135593220338984
0.9491525423728814,0.864406779661017
0.8983050847457628,0.8983050847457628
0.7627118644067796,0.847457627118644
0.9661016949152542,0.8135593220338984
0.8813559322033898,0.864406779661017
0.9661016949152542,0.8813559322033898
0.847457627118644,0.7796610169491526
0.9322033898305084,0.9661016949152542
0.8813559322033898,0.847457627118644
0.9830508474576272,0.8983050847457628
0.9491525423728814,0.9152542372881356
0.8305084745762712,0.7966101694915254
0.8983050847457628,0.8813559322033898
0.9322033898305084,0.9322033898305084
0.847457627118644,0.8983050847457628
0.864406779661017,0.847457627118644
0.9491525423728814,0.864406779661017
