linear old,neural old,linear new,neural new
0.845,0.375,0.79,0.38
0.45,0.55,0.44,0.57
0.505,0.635,0.51,0.71
0.505,0.77,0.495,0.75
0.445,0.775,0.47,0.705
0.54,0.82,0.475,0.635
0.48,0.85,0.445,0.58
0.495,0.83,0.515,0.57
